coluna1,coluna2,Coluna3
51,1.0442182804868883,A
75,-0.7796723490446553,B
19,1.2737450137165458,B
96,0.2519372867896697,C
53,1.000599895788817,A
50,-0.45531989621027075,B
87,-1.4543874624291429,C
64,0.4659486263798077,C
4,-0.6784571701187726,A
65,1.3352665436114992,B
99,0.7891213556111372,B
4,-0.1828487056998268,B
82,0.10551551710008754,A
79,1.3469336279281923,A
17,0.2892454804720815,C
83,-0.22256706919334032,B
76,-0.4585708206339253,A
80,1.2726369708469119,B
65,-0.8132446103939084,A
47,-0.37862429677283277,B
98,-0.7753766168135834,C
76,-0.09801907074762782,C
2,0.10575423167723844,C
1,0.7272594711356879,C
47,0.059243278211557636,B
26,-0.7127605020517883,B
99,1.4853212292362912,C
51,-1.043376023448086,B
71,-1.7390498445194194,C
38,-3.0223047582763267,C
1,0.4442938121804977,C
1,-0.010391644333326287,B
18,0.12759392480517684,C
85,-0.020282937255102853,A
1,0.3102363016914439,C
34,1.3707956560914751,A
61,-0.17151554298417931,C
54,1.2207863641536787,C
0,-0.358348051422735,A
97,1.2970015188846673,A
36,-1.1993022523598755,B
76,-0.8497915343019354,C
42,0.18480966004162927,C
52,-0.39896078988391903,C
6,-2.0701353407343537,C
5,1.1046821316295883,A
5,0.6980896083275998,A
84,-0.11882712242961929,A
98,0.37487366416136525,A
14,-0.45110228687135384,B
7,0.6280305186115714,A
54,-0.8420192965039818,C
55,0.08026994214387712,C
45,0.24589859635959185,C
4,0.378434071409455,B
95,0.3499015786417114,B
47,-0.38770740710147306,A
99,0.7471267958965703,A
9,1.7643655175136228,C
71,-0.8666601473011105,A
97,0.3701356182333087,C
71,1.2773666300102882,C
50,0.8889639153479267,B
56,-0.14262187028074377,A
7,-0.909468764768939,C
95,-0.9294015405614192,B
29,1.148641031272602,B
79,-0.6182237273553607,B
6,0.6084031009544161,C
60,-1.485932492587374,A
52,0.7481655176609378,B
65,0.5725224178885774,B
67,-0.2970425945699819,C
79,0.2952683537676752,C
72,0.338900882858393,A
56,0.3407773197464512,A
91,0.6911794956802172,B
3,-0.6182979407160152,C
79,-0.6278347656932245,C
11,-0.5915002562808332,A
36,-1.2960221165644228,C
77,1.871134238348403,B
62,-0.6679985691038901,C
51,-0.6933651267872087,A
81,-2.233570208312827,A
66,0.6953256602917024,C
8,-0.05964905482707623,C
20,-0.2950619181968069,A
27,0.8587275305266041,C
29,0.18304539338158257,C
84,0.20116301746126367,B
19,-1.2497353412101797,C
89,-0.5910485190867607,C
17,1.2634781765449454,C
20,-0.20936501288445683,A
7,-0.14875611396970823,C
91,-1.617390119050152,C
46,0.7081120270799813,B
69,-2.035577830897654,B
54,0.6624687387457978,A
19,-0.7923965678130946,C
57,-0.11139932790376963,A
27,0.6700863286031261,C
35,-0.03415397968975652,C
51,0.6152639474177299,C
70,2.6276845522555923,C
61,-0.5223503587709448,A
73,0.06888344848208479,A
84,0.03762834361837125,C
52,-0.3315127242221663,B
86,0.3494495399764339,B
76,-1.277406565523807,C
89,0.3967732984423784,B
34,-1.259426347824167,B
66,-0.7845033753213193,C
16,0.7111791697869527,C
44,0.8218930891847581,A
31,0.5536718820778158,A
44,-1.0486608411439178,B
33,-1.1429109638261417,C
23,-0.9992021006449507,A
22,0.2794006000289576,A
43,-0.5598507628081143,C
22,-0.6002940020835685,A
3,1.370668870054304,B
64,0.4441003428283713,C
55,-0.7601409581410777,A
37,1.1722089539993483,B
24,-0.44439724614479925,A
45,0.6548658151554955,B
94,-0.14627539092691055,B
33,0.8407263088347982,B
12,-0.5502804526213323,B
67,-0.22675834226432626,B
47,0.7985863923425727,B
39,1.1819726086663702,B
81,0.6235108409573893,A
47,1.9859874155099808,C
92,-0.03508255396456601,B
10,-1.2515951440703341,C
97,0.9968480720714225,A
9,1.1411072803791784,B
91,-1.0072212183283895,C
18,0.33260961906066616,A
89,-0.6110112318884877,B
24,1.3871508841345357,A
9,-0.5823783639011822,C
13,0.2315079461103582,A
66,-0.003284366019018587,A
61,-1.274503003839742,B
45,0.9752343577607123,C
51,-1.3382533059223043,C
32,-0.4448633366528982,A
4,-0.8073522283626037,A
54,0.5399953687078182,C
4,-1.1428449942345626,A
17,-1.1350401107367776,B
2,-1.1062092686963456,B
95,0.13421690174848006,C
47,-3.086987004633422,A
43,-1.0646388148078225,B
57,0.35614865473758295,C
18,-0.2891173665442687,C
94,-0.10291760625216972,B
82,1.2414554348233509,A
3,1.3395571628884564,C
41,-0.6739798136167494,A
31,-0.32957884598765935,C
40,-1.484196726572346,A
3,-0.8482715544022242,C
47,0.765117154874602,B
56,-1.0525813234632908,B
96,-0.19280174286944332,C
10,1.4014806186843671,B
27,-1.6933794097182988,A
3,0.36094444053086333,B
9,0.6415640078758708,A
39,-0.8462569972154962,A
1,0.32712108697705955,C
59,0.11224751151343225,C
56,0.17128648222998363,A
29,-0.283249707669776,B
57,0.8851332935713834,B
35,-1.7904166168971443,C
89,-0.4503053419001387,C
34,-0.42948365657947435,C
43,1.2968645981351417,C
89,-0.34062883002161704,A
67,1.0265981672859315,B
69,-1.0576221578611238,A
46,1.6406383143929968,C
72,-0.08501750475418193,A
96,0.5632735754719849,A
11,-1.6187685112215753,B
80,-0.9444579626641838,B
28,-0.03050727845261033,B
2,1.0654023652209978,B
43,1.67298592813234,B
48,-0.9274575550471743,A
87,1.1609818829067562,B
17,0.9248096744770353,A
7,0.49804424339187525,B
81,-0.33352839159198167,A
23,-1.175623453032195,A
26,1.509411246579179,B
66,-1.3784081438905664,B
40,0.8425419222264433,B
30,-0.904004228739242,C
3,-0.1111000336643369,A
43,-0.04245616697692653,A
67,-0.23067675477979263,A
85,-0.5144865980591753,C
88,-1.476053703684986,B
34,-1.1105791198522776,A
26,-0.23961693049875893,C
24,-0.010640849760335216,C
57,0.7534494340968696,C
18,0.09042960306733842,A
82,1.0375496243888647,C
61,-0.4493009544979672,A
67,-0.25318451129110203,B
4,0.2709945799730912,B
76,1.094404887415665,B
14,0.6052357427657143,C
68,-2.0525475868083203,B
43,-0.8633076698217179,A
91,1.322653108036478,C
15,0.6167290445133701,B
92,-0.655925362175362,C
3,-0.07744503467448419,A
69,-0.08014807761372421,A
2,-0.6272490138179797,C
5,0.022509158064031396,B
86,0.9246329509536567,A
38,0.36231256481307583,B
91,1.4484964699860234,A
30,-0.4237178857632171,B
12,-1.1052111885417941,B
30,-0.1428296154939328,C
51,-0.3739426915582094,B
76,-0.8493992685320592,C
93,-0.5204969619685058,C
73,1.2653027554634215,B
16,1.0841907726073357,A
76,-1.1422138201334806,A
11,-0.5482540600820509,B
49,0.11683228066543255,C
77,0.01346869856273877,B
94,0.25918711918378395,B
55,0.32846900268843743,A
43,1.079095434488724,B
8,0.6665737676719672,A
79,0.7263081595414641,B
62,0.3198315950091925,C
15,0.46174169994152126,C
48,0.1664859788524883,B
11,0.05873543586215896,B
30,1.2060962816880065,B
11,0.7469928387048889,B
5,-1.6793810779494032,B
22,-1.0872631925919165,A
19,-0.7975745244827245,C
56,-0.9677683827063295,B
30,-2.059216117384479,B
25,-0.29732519816726455,A
66,-1.4495349688531924,B
82,0.03936052844892419,C
53,0.670911039582232,C
38,0.7166600617912954,B
9,-1.978924066754836,A
76,0.35028407594080063,B
41,-0.31056346552808356,C
69,-0.3022324614179378,A
