coluna1,coluna2,Coluna3
70,0.14056250207468737,A
13,-0.7396864466800527,B
10,0.9716127209930575,B
7,-0.6589829488949237,B
58,1.315765727576234,C
25,-0.08174642164690599,B
82,-0.34198783106625363,C
40,1.9626975230824721,A
53,0.7753198259214823,B
9,1.8546192161026693,C
88,-1.6544469523505345,A
45,0.1387355914797436,A
32,-1.1589717532727482,B
82,0.5990554782627928,B
83,-0.6129497075610749,A
5,2.0011822834921786,A
31,0.68613637804654,C
22,1.4669867669962902,A
63,0.6292120343046461,C
69,-1.0290342015614042,C
92,1.7592574497306182,B
21,-1.089276216151681,C
72,-0.41874341150593164,A
29,-0.4885175323710842,A
85,0.3035172651869228,C
60,-0.28358113445297495,C
92,-0.5352813870914405,C
34,-0.828932420453159,B
65,-0.3546498672485901,A
60,1.5389020989727342,A
48,0.4777521680234389,B
29,-0.24232213786834259,C
85,-0.0466103586287791,B
40,-0.03442183660462674,A
61,2.9436824710407032,A
74,0.9670865263543298,B
82,-1.3320215754493436,A
13,1.0016878929217752,C
24,0.29321905861002145,C
68,0.5346308668233831,C
81,-0.7292762339061774,C
16,0.2516448526950765,A
17,-0.5096081662523761,A
85,1.3256862474073359,C
41,-0.16468394357993354,B
26,-0.19499004242501308,C
41,-1.2642019129131217,B
30,0.4564245455171569,A
20,0.794264681523975,B
2,-0.016747015207551855,B
9,0.2791913249123329,A
63,1.0654593716739449,C
77,2.0282863193941023,A
51,0.5683086380110519,A
0,-0.4764985999610586,B
71,0.23698231139030226,A
28,-2.0712550448324403,C
30,-0.5341839378900567,C
29,1.897121824400425,A
15,-0.24903867820414313,A
92,0.4465475462297995,C
94,0.014780364650635112,C
29,-0.5862310126108253,A
95,-0.25608894320958814,C
9,-0.6381134410517186,C
33,-0.12335633690650176,A
79,-0.9480527112288787,B
78,-0.026173779093345898,C
40,-1.7319398918509883,A
73,-0.27497523420960923,A
79,-1.1615583649741603,C
89,0.5284537762834778,C
35,0.46499623640602494,C
72,-0.9278297371109588,C
64,0.10624163972577917,B
27,-1.326217698576215,B
41,-0.17405196700270506,B
32,-0.795483119476248,B
99,-1.1309398257327354,C
50,2.486085079202199,A
32,1.4886664468458972,C
27,-0.424099921969114,B
96,-1.0542654211633675,B
70,1.0443460570596537,A
34,-1.1482572952399077,A
62,-0.3800375233233988,C
75,0.1317449678351312,B
98,-0.48053307225321684,A
88,1.780139941724144,A
34,-2.198479998149106,B
7,-1.1063209811133796,C
53,-0.5132059389630839,A
68,-0.7511263489860662,A
45,-0.03132936785314283,C
50,-0.248411299309835,A
38,0.20502460301360476,A
83,-1.493995538289167,A
38,0.7465975695639526,B
31,0.26680654383249547,C
98,0.13488796373948805,B
30,-0.4321796200709142,A
14,-3.035954675992926,A
77,-0.5009068554945434,C
67,-1.8813685518554826,B
27,-0.6458559744268721,A
80,0.7474519870063966,A
38,1.1604123872271872,A
8,-0.1635947670840996,A
53,-0.8572000142198558,B
14,-0.7248481933592439,B
90,-0.06490261659948975,A
69,-1.2600948688224367,A
82,-1.2933839275408623,A
39,-0.7655956129669076,C
55,-0.23896265678913917,A
98,2.3443315283592154,A
58,-0.48495464324465526,B
5,-1.6695368045654502,B
97,-0.7289159907238164,A
56,1.4746114057327098,C
20,1.2895068016023215,B
48,-1.3900995536173797,C
28,1.4867529342460044,C
89,-0.09648523496689514,B
45,1.0268098501374878,B
63,2.5440952270941826,B
34,-0.7703782139453463,C
37,-1.3605216633631174,B
