coluna1,coluna2,Coluna3
9,-0.7488407122406159,C
58,-0.9128494984096739,B
74,0.98063467600099,A
46,-1.2119451574560494,C
81,0.5620639697952217,C
1,-0.12742719274376263,A
11,0.2716814767040912,A
41,0.026648239056067866,A
34,1.748947333766779,B
25,0.2023090881341634,C
83,0.905157861854313,A
29,-0.17122020292948983,B
62,0.0922020912414955,B
91,1.641550436698192,B
1,-0.8319158467967155,B
84,1.0895425494553836,C
80,-0.9306621982399121,C
7,0.8730590692962347,B
45,0.35422825722026213,B
69,-1.7134276211646506,B
96,-0.4208021662691997,C
93,0.6214513592110157,A
45,-0.7087519665687722,C
85,-0.19604836103343398,C
15,0.8250665392030262,B
28,0.37411016353074833,C
82,-0.05324417110741137,C
10,-0.03674394941711525,B
2,0.7431363966458916,C
12,-0.7062476363700909,C
80,-0.9763928695171571,C
32,-1.1173154384578055,B
99,1.5622896820025862,C
25,1.3148381874231274,B
59,1.4154066830129406,C
45,0.5465988931036266,B
22,-0.041594577698548484,C
39,-0.09551496852737631,C
55,0.09389303994768534,B
58,0.828625200915489,C
61,-1.278206227928823,B
48,0.7892744976752808,A
26,0.030370309792438467,B
85,1.5777607948999106,B
21,-1.6764931362850795,B
80,0.16015503508088624,C
43,-0.1305649726752229,C
11,-0.2770017742407669,A
54,0.0591599985110404,A
70,-0.11024053510975562,B
41,1.758325848806731,A
28,-0.1986781179203622,A
32,-0.5075929097816558,B
53,-0.3358251674017506,B
25,-0.8540771400368333,A
62,-0.34329700803208696,C
99,0.6800540900167313,C
47,-0.35108765340517184,A
83,-0.47266762830159775,A
7,-1.044183980952406,A
39,0.5001690024665555,C
92,-0.26992423195087,B
55,-0.40355649362281926,B
29,-0.49367504616642804,B
35,-0.019369087992695808,C
64,-0.8291674812245785,A
16,0.47524835152853545,C
53,-0.26780987776886117,B
47,-0.6214085897236039,A
35,0.5285626745069372,C
36,-0.3578061852201868,C
69,1.1202173563606912,C
32,0.5351942562177741,A
38,0.4695217023920431,C
26,-0.7813517639131102,A
44,-0.7770858822326131,A
54,-1.7328475606829792,C
60,-0.2961176633460961,C
90,0.7761554932451088,B
95,0.7248079936338235,A
61,-0.9046817676037548,C
58,0.586555818212988,B
4,-3.4056172054543232,B
66,0.5992134799908228,A
89,-1.6763780939751363,C
60,-0.6884415195488958,A
28,-1.414985001199226,C
65,-0.7593127351962305,C
18,0.6052014284022148,C
96,1.5495262519716644,C
30,0.9135717018829941,A
21,0.7057308669539614,C
88,0.4448291067616658,A
37,-0.5620855979431562,C
96,0.5855353928391324,C
19,-0.8003317467115519,C
