coluna1,coluna2,Coluna3
38,-1.1818135588009455,A
81,-0.1899156809791506,B
48,-0.30072903632788633,B
29,-0.8608817558622163,C
72,0.06839399329023343,A
21,2.350559360911435,C
14,-0.01334733038501828,C
28,0.2412013646111876,B
88,-1.772429657987548,C
89,0.1763308531189378,A
43,-0.37535405402162625,A
53,-0.7949194138521891,C
38,-0.015391046939618265,B
96,-2.0183212302847617,A
99,1.594788741763943,B
80,0.6728237928172852,B
72,-0.10073784549893208,B
66,1.5801682579925307,B
32,1.904244245688676,C
10,1.4299235783830915,C
22,0.8551076426990982,A
54,-0.1183934806081672,A
12,-1.181246489022902,A
22,0.5578335586237082,A
88,2.026227647785617,B
14,-1.6658497889357349,C
23,-1.2344561710644082,B
70,1.5993689965179871,C
96,0.02254086009831287,B
99,0.05237787960972338,C
49,-0.041999527876717214,C
80,-0.12106382647868516,C
66,-0.4149005995798154,B
12,0.005521394275151374,C
70,0.6455048688480605,A
59,-0.5957178704993371,A
8,0.8882168982033813,A
11,-0.7738481920325738,C
88,1.0441851976218328,A
10,0.7046425443006553,C
20,2.0489683934486345,A
7,0.16289962657714713,C
5,-1.3814778188602415,B
54,0.49045198200041623,A
93,0.32622997055369485,C
9,0.4308244886218953,A
72,-0.8097760225177894,A
61,-0.4417651949387803,C
11,1.1255935537291286,A
41,-0.004729121991878313,A
38,-1.3357367466000833,B
68,-0.5232022388654252,A
43,-0.4195000249278042,B
85,-0.5564269588398594,C
27,1.4391177904313541,B
35,0.6698082233946501,A
55,-0.1308944467122914,B
46,-0.21163435215349907,C
88,1.6517813029234023,A
73,0.838567901658193,A
69,-0.4879804904840721,C
51,1.2227121742216738,A
20,0.1809909159782499,C
78,-1.387316301436785,C
66,-0.5274704143646018,A
43,-0.3550076683274423,B
39,0.6547245979977107,B
73,1.0664994336330331,A
96,0.15445828817175916,C
4,0.029150974456704927,C
59,0.10101124016595256,B
61,0.029901855871185913,B
30,0.33419050994518845,C
4,-0.5208175971968619,B
96,0.2595246729194018,A
97,-0.24902936483126226,C
16,-0.6673830202023471,A
36,0.7732943253269262,A
17,-0.06494940899133327,C
97,1.614747941337242,B
16,0.42099225463576107,B
38,1.0415849088537452,C
84,-0.12294302509893658,C
55,-0.1412611747396229,A
90,-0.7351280732541947,A
61,0.26686783337955033,A
25,0.9636964229254685,C
42,-0.26627465360543795,A
11,-0.03496170453062964,C
93,0.3580053919357752,A
79,0.6170144281692026,C
98,0.8675021721919897,C
72,0.9027499289636112,A
4,-1.723649073378957,B
11,0.8226205482031822,A
12,0.7678372970413652,A
39,0.6126817556722782,A
51,-0.5783645393805453,B
73,0.684827293546064,A
17,-1.0880777430480486,C
10,0.5868190614210257,C
41,-0.5161439598544807,A
43,0.9528122944140032,C
97,0.8934338673105972,B
85,1.5378025061044789,B
63,-0.32691400472363885,B
53,-0.23115919990987469,A
72,0.5923667634606639,C
24,-1.3458676627244313,C
54,-0.9918102447261037,A
69,-0.37407887681235563,C
52,-0.6079628040017033,A
45,-1.6010180999691102,C
33,-0.9857506276929923,C
43,-0.7620635160733953,C
76,-1.5886993982238449,B
14,-2.6899232658377477,C
98,1.664558426436653,C
70,-0.0338198453019458,B
82,1.2439359260614367,C
78,-1.212726952653417,C
38,-0.04599998738448695,C
88,0.2803202908795651,A
81,-0.6209720363052683,C
35,-0.42291433440477644,B
22,-0.6863840088633018,C
47,-0.4044785956563491,C
12,-0.3579865702204881,A
52,0.7276974958288879,A
95,0.15816454281052839,B
27,0.09029262540112686,B
23,-0.052016423839693175,C
90,-0.49195277186934516,C
27,1.7437569166015494,B
6,1.1082428681542809,A
96,0.6991152030311643,B
83,0.6254598093986099,C
21,-0.2506605638651149,A
16,-1.5041978442294655,C
28,0.5251338385051514,C
89,1.1480457940795734,C
36,-1.2084418499923246,C
97,-0.44504113091618486,A
55,-0.7052309661724812,B
28,0.08483689785617607,C
33,-2.4439420412756583,B
48,0.18928379646686716,A
72,0.10343819347936954,C
51,-0.30546188861273005,C
80,0.01598578310188314,C
29,0.21542678830523573,A
43,-1.3752272956925253,A
84,-0.24264953049600793,A
20,0.3973583589753837,C
16,0.9857824676730076,B
71,-0.770885148673666,B
66,1.5271175505585646,A
4,-1.7656606405461106,B
18,0.5251091110703112,A
92,0.633874156996531,C
55,1.0239179925200779,C
43,-0.8282599306824434,B
68,-1.550447871603639,A
13,-0.6943787551286753,C
85,-1.2027610021533195,A
56,0.04168284237170352,C
47,1.179189918436892,A
67,0.6617485263164423,C
14,-0.7828375336946258,C
30,-1.5427250958910266,A
7,-1.2514429444106583,B
28,0.6867560347802791,A
99,0.4991454177526729,C
5,-0.7794057734554249,C
96,0.7017131604972306,A
10,-1.059215706494499,A
98,-0.24399640084567353,A
91,0.64181268101026,B
93,0.5748541228844657,A
69,-0.7635233971570657,B
95,-0.38935192149327735,A
90,-0.6467776038754303,B
58,0.3061096222761327,B
11,-1.6125799561528018,A
52,-0.7315787728948616,B
2,1.1249122152737765,A
42,1.566106517677482,A
51,0.5811222136722257,C
62,-0.1905787221920155,A
47,-1.6282116489512812,B
97,-1.4557589871376273,C
75,-1.3200720149930205,C
78,0.9636450111932728,A
85,-0.31594089750818466,C
75,-0.7686195043555063,A
85,-0.7718502833694421,B
67,0.36934817911093343,B
57,0.16064066961443246,B
39,0.45536345567547165,C
35,-0.6926872620720074,B
45,0.455542409665168,C
43,-0.26499331092108114,A
89,-0.20892233954415645,A
36,-1.1676600904759777,A
7,1.3132296436594126,B
98,0.5837988276844056,B
9,0.3568532242743524,B
4,0.006125293337168939,B
13,1.4417463919526852,C
83,0.06351588050679943,C
39,0.5493677146183593,B
40,-0.8747317240208126,A
80,-0.6779778234696652,B
92,0.25648829147407637,C
48,-0.9127602850353618,C
47,0.22806020855611397,A
69,-0.468881790250431,C
51,0.2878951351230408,B
8,-0.1300957130932943,B
55,1.3312815595476954,B
12,1.1258711468779596,B
82,0.4279414072305885,C
38,1.5133470186892164,C
97,-0.13127415301832365,B
58,0.7988366997629693,C
83,0.8249860025325405,A
44,-0.21616159891562484,C
84,0.5555393411982908,C
21,1.0538286159349626,B
31,1.8161898349865013,C
22,0.5223246714272939,A
71,2.857129614843019,B
62,-0.6675830247586004,B
69,0.8985599388533817,C
81,1.5564455538414488,C
48,1.3938681303727682,B
21,1.2590435865567682,A
41,-1.8112176137214973,B
24,-0.006085599990772433,A
37,0.18079247355401776,A
93,0.9877076077881871,C
76,0.7390857542703804,A
40,0.948508222873353,A
14,-0.9098477920498531,C
7,-0.5875932124024573,C
91,0.15586675343460468,A
37,-0.2465881474360604,B
13,-2.1784407876518417,C
54,-0.9583261764388109,A
87,-1.1243421849322854,C
53,-2.267496557143968,B
30,1.0179836258102621,C
8,0.7161444848852448,A
92,1.2656151944801024,A
80,0.23359598395278444,C
99,-1.0710981042753789,C
8,1.3208300897924266,C
82,-1.078938378289489,A
80,-0.9954813357635708,C
79,-0.2615899833997421,C
